ID;EDAD;TRABAJO;ESTADO_CIVIL;EDUCACION;INCUMPLIMIENTO;VIVIENDA;PRESTAMO;TIPO_CONTACTO;PERIODO_AFILIACION;CAMPANA;NRO_DIAS_CONTACTO;CONTACTOS_PREVIOS;RESULT_PREVIO;INGRESO;MONTO_DEUDA;Celular
4197;31;admin.;unknown;high.school;no;no;no;cellular;202405;8;999;0;nonexistent;1241.990342;16151.55251;974249241
4198;58;blue-collar;divorced;unknown;no;no;no;cellular;202405;4;999;0;nonexistent;1240.990342;24030.25626;969146855
4200;32;admin.;single;university.degree;no;no;no;cellular;202405;4;999;0;nonexistent;1450.990342;29356.56459;919347501
4201;38;services;single;high.school;unknown;yes;no;cellular;202405;3;999;0;nonexistent;1523.990342;8201.373853;959064207
4203;34;services;married;high.school;no;no;no;cellular;202405;2;999;0;nonexistent;1527.990342;25564.97513;942529406
4204;30;blue-collar;married;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1206.990342;25387.70705;947043393
4206;47;blue-collar;married;basic.4y;no;yes;no;cellular;202405;2;999;0;nonexistent;1562.990342;32672.76148;957279274
4208;47;services;divorced;high.school;no;no;no;cellular;202405;2;999;0;nonexistent;1497.990342;29347.20038;977632868
4209;49;self-employed;single;basic.9y;no;no;no;cellular;202405;10;999;0;nonexistent;1568.990342;31210.19791;996832278
4210;33;technician;divorced;professional.course;no;no;no;cellular;202405;3;999;0;nonexistent;1417.990342;31621.71866;9488265329
4211;54;blue-collar;married;basic.9y;unknown;no;yes;cellular;202405;3;999;0;nonexistent;1543.990342;31053.00428;921688895
4214;42;management;married;basic.6y;unknown;yes;no;cellular;202405;4;999;0;nonexistent;1280.990342;28715.69133;966619386
4215;26;admin.;single;high.school;no;no;no;cellular;202405;7;999;0;nonexistent;1519.912486;19139.58551;911661508
4216;36;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1378.912486;11067.29469;918976296
4218;43;services;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1197.912486;13303.49866;941218787
4219;27;admin.;married;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1401.912486;24675.26596;925557767
4220;40;housemaid;married;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1500.912486;9776.814883;919153346
4221;56;management;married;unknown;no;no;no;cellular;202405;1;999;0;nonexistent;1568.912486;6551.261663;905890494
4223;49;technician;married;professional.course;unknown;yes;no;cellular;202405;9;999;0;nonexistent;1372.912486;9286.756385;960261285
4224;40;blue-collar;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1302.912486;28335.09918;909657687
4225;54;technician;divorced;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1492.912486;12909.54208;926667074
4226;43;housemaid;married;basic.4y;unknown;no;no;cellular;202405;4;999;0;nonexistent;1471.912486;7442.014867;953383886
4227;36;blue-collar;married;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1431.912486;15708.65546;936659063
4228;53;technician;married;professional.course;no;yes;no;cellular;202405;1;999;0;nonexistent;1548.912486;24526.72541;929423183
4230;53;technician;divorced;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1222.912486;9604.109993;917023714
4231;52;services;married;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1356.912486;8284.027972;933463844
4232;34;admin.;married;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1493.912486;23925.76412;910243864
4233;31;unemployed;single;professional.course;no;no;no;cellular;202405;12;999;0;nonexistent;1495.912486;19716.64501;977381579
4234;54;technician;single;university.degree;unknown;unknown;unknown;cellular;202405;1;999;0;nonexistent;1238.912486;8661.763965;912315869
4235;45;blue-collar;married;basic.9y;unknown;no;no;cellular;202405;2;999;0;nonexistent;1358.912486;14971.38579;900013853
4236;40;admin.;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1438.912486;8403.664411;908976730
4237;31;admin.;married;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1400.912486;13147.66815;913252257
4238;41;entrepreneur;single;university.degree;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1473.912486;23591.40247;925415557
4239;25;admin.;married;high.school;no;no;yes;cellular;202405;4;999;0;nonexistent;1288.912486;12745.70805;944030162
4240;35;student;single;university.degree;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1412.912486;24471.50818;925714999
4241;49;admin.;divorced;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1485.912486;19475.51046;927542557
4242;53;blue-collar;married;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1260.912486;12984.67863;993726659
4243;40;admin.;married;professional.course;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1214.912486;27900.81388;909313054
4245;40;unemployed;married;basic.4y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1424.912486;12891.26005;947735001
4247;58;retired;married;university.degree;no;no;yes;cellular;202405;1;999;0;nonexistent;1270.912486;16816.00685;921189151
4248;30;technician;married;university.degree;unknown;no;no;cellular;202405;1;999;0;nonexistent;1533.912486;32525.28936;983410125
4249;49;blue-collar;married;unknown;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1222.912486;19340.75084;928132837
4250;54;technician;married;high.school;no;no;no;cellular;202405;12;999;0;nonexistent;1559.912486;20747.23639;979246653
4253;32;services;single;basic.6y;no;no;yes;cellular;202405;1;999;0;nonexistent;1228.912486;33277.1484;9876535112
4254;41;blue-collar;married;basic.4y;unknown;no;no;cellular;202405;6;999;0;nonexistent;1299.912486;17434.97449;950099762
4255;50;blue-collar;married;basic.4y;no;yes;no;cellular;202405;1;999;0;nonexistent;1197.912486;27491.99162;911984947
4256;52;blue-collar;single;basic.9y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1442.912486;10620.61119;952295444
4258;37;admin.;married;high.school;unknown;yes;yes;cellular;202405;1;999;0;nonexistent;1500.912486;28041.34652;944043405
4260;50;blue-collar;married;basic.4y;no;yes;no;cellular;202405;1;999;0;nonexistent;1455.912486;30603.01933;902952299
4262;34;management;married;university.degree;no;no;yes;cellular;202405;5;999;0;nonexistent;1564.912486;25072.5716;946355044
4263;41;blue-collar;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1446.912486;26141.27353;928164842
4264;35;admin.;married;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1377.912486;17014.81355;914022728
4265;31;blue-collar;single;high.school;no;no;no;cellular;202405;2;999;0;nonexistent;1559.912486;19861.51833;9584852282
4266;34;management;single;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1303.912486;30608.76221;986096174
4268;52;self-employed;married;basic.4y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1579.912486;10685.7129;915747367
4269;47;blue-collar;married;unknown;unknown;no;no;cellular;202405;1;999;0;nonexistent;1353.912486;17850.12581;9341654501
4270;42;technician;divorced;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1313.912486;24741.45863;993016846
4271;28;admin.;married;high.school;no;no;no;cellular;202405;3;999;0;nonexistent;1368.912486;9409.481108;906688216
4272;43;admin.;married;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1328.912486;20217.22407;963216874
4273;41;services;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1555.912486;20251.04321;942658242
4275;14;admin.;married;university.degree;no;yes;no;cellular;202405;2;999;0;nonexistent;1506.912486;17439.90803;993339988
4276;49;blue-collar;married;basic.4y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1381.912486;23511.71683;916051885
4277;45;blue-collar;married;basic.4y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1198.912486;29671.11748;959866741
4279;45;blue-collar;married;basic.4y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1284.912486;15637.48896;949801757
4280;30;unemployed;single;basic.9y;no;no;no;cellular;202405;10;999;0;nonexistent;1456.912486;14397.6819;986267522
4281;49;technician;married;professional.course;no;yes;no;cellular;202405;1;999;0;nonexistent;1389.912486;19991.51871;943891667
4282;38;technician;married;professional.course;no;yes;yes;cellular;202405;2;999;0;nonexistent;1328.912486;27392.34882;907739102
4284;50;blue-collar;married;basic.4y;unknown;no;yes;cellular;202405;1;999;0;nonexistent;1571.912486;12921.05024;987411813
4286;46;blue-collar;married;basic.6y;no;yes;no;cellular;202405;1;999;0;nonexistent;1327.912486;20039.34335;922441245
4288;40;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1332.912486;17293.11688;987804905
4290;53;self-employed;married;basic.4y;no;no;no;cellular;202405;1;999;0;nonexistent;1421.912486;19455.59393;936830651
4291;32;technician;married;unknown;unknown;no;no;cellular;202405;1;999;0;nonexistent;1250.912486;27905.99189;965201120
4292;42;admin.;divorced;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1403.912486;33461.91251;947247397
4293;39;services;married;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1357.912486;17415.87998;909489248
4294;39;services;married;high.school;no;no;yes;cellular;202405;2;999;0;nonexistent;1219.912486;24494.59437;923453734
4295;53;blue-collar;marrid;basic.4y;unknown;no;no;cellular;202405;2;999;0;nonexistent;1480.912486;24636.28097;9036747703
4296;34;blue-collar;single;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1294.912486;11821.62472;987564608
4297;39;services;married;high.school;unknown;yes;yes;cellular;202405;1;999;0;nonexistent;1555.912486;29146.06376;993618780
4299;40;admin.;married;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1256.912486;32652.65829;968408435
4300;56;technician;married;professional.course;unknown;no;no;cellular;202405;1;999;0;nonexistent;1263.912486;21245.05119;969328248
4301;41;technician;married;professional.course;no;unknown;unknown;cellular;202405;1;999;0;nonexistent;1209.912486;27882.11676;942436142
4302;46;blue-collar;married;basic.9y;no;no;yes;cellular;202405;1;999;0;nonexistent;1504.912486;29545.94038;911238160
4304;42;blue-collar;married;unknown;unknown;yes;yes;cellular;202405;1;999;0;nonexistent;1525.912486;33652.46021;956101856
4307;42;technician;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1538.912486;21853.54774;981520032
4308;38;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1256.912486;6426.372772;952701080
4312;36;admin.;married;university.degree;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1405.912486;30595.96663;930351442
4313;41;services;married;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1290.912486;13941.01214;949208996
4314;31;admin.;married;high.school;unknown;no;no;cellular;202405;1;999;0;nonexistent;1480.912486;7622.503442;932706151
4317;29;admin.;married;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1353.912486;9922.639976;987726173
4318;53;management;married;university.degree;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1378.912486;21299.78211;934918722
4320;31;blue-collar;single;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1302.912486;14728.01033;920428963
4323;47;entrepreneur;married;unknown;unknown;no;no;cellular;202405;1;999;0;nonexistent;1473.912486;22046.4373;926672035
4324;36;blue-collar;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1448.912486;33351.92914;997009430
4325;27;blue-collar;single;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1363.912486;12574.43213;914107832
4326;45;blue-collar;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1313.912486;12114.08243;967824216
4327;34;blue-collar;married;basic.4y;no;no;no;cellular;202405;1;999;0;nonexistent;1326.912486;7987.815819;947437065
4328;50;blue-collar;married;basic.4y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1468.912486;15138.30591;954118836
4329;40;blue-collar;married;basic.4y;no;no;no;cellular;202405;1;999;0;nonexistent;1427.912486;14192.70211;982371470
4330;36;admin.;divorced;high.school;no;yes;yes;cellular;202405;1;999;0;nonexistent;1499.912486;31861.35541;966221191
4331;40;admin.;married;university.degree;no;yes;no;cellular;202405;2;999;0;nonexistent;1209.912486;18986.93898;924100934
4333;40;admin.;divorced;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1321.912486;23604.94499;947738654
4334;25;blue-collar;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1326.912486;20196.98929;925766332
4335;42;admin.;married;university.degree;unknown;no;no;cellular;202405;1;999;0;nonexistent;1318.912486;27420.0492;987350133
4336;47;admin.;divorced;professional.course;unknown;no;no;cellular;202405;2;999;0;nonexistent;1254.912486;30520.909;967752846
4338;35;technician;married;professional.course;no;no;no;cellular;202405;2;999;0;nonexistent;1382.912486;26114.81122;940105301
4340;43;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1253.912486;33629.66184;902848426
4341;58;admin.;divorced;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1331.912486;24843.49343;986116662
4342;43;admin.;married;high.school;no;yes;no;cellular;202405;6;999;0;nonexistent;1291.912486;15579.72417;960212102
4343;33;blue-collar;single;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1286.912486;19235.10777;929370422
4346;49;technician;married;professional.course;no;yes;no;cellular;202405;1;999;0;nonexistent;1433.912486;10410.15133;983456923
4347;36;services;single;unknown;no;no;no;cellular;202405;1;999;0;nonexistent;1280.912486;25037.30549;966838061
4348;35;admin.;married;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1286.912486;18959.81316;981765100
4349;45;blue-collar;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1441.912486;13547.67504;919422036
4350;36;admin.;divorced;high.school;no;no;no;cellular;202405;4;999;0;nonexistent;1558.912486;14279.07742;922854836
4351;10;services;married;basic.9y;no;yes;no;cellular;202405;6;999;0;nonexistent;1546.912486;9759.158797;929417869
4352;34;services;married;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1266.912486;22090.15388;948839816
4355;30;admin.;married;university.degree;no;no;yes;cellular;202405;1;999;0;nonexistent;1381.912486;12726.3538;954817543
4356;40;services;married;high.school;no;no;no;cellular;202405;2;999;0;nonexistent;1346.912486;17796.76368;980646342
4357;31;blue-collar;married;basic.6y;no;yes;no;cellular;202405;1;999;0;nonexistent;1380.912486;6632.091419;985007325
4358;52;technician;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1352.912486;17854.22606;976174987
4360;27;admin.;married;high.school;unknown;no;yes;cellular;202405;3;999;0;nonexistent;1440.912486;29826.45785;962355775
4361;39;unemployed;married;professional.course;no;no;yes;cellular;202405;2;999;0;nonexistent;1471.912486;25590.93895;991185696
4362;59;technician;married;university.degree;unknown;no;no;cellular;202405;3;999;0;nonexistent;1492.912486;10020.57621;987354973
4363;39;admin.;single;unknown;no;no;no;cellular;202405;1;999;0;nonexistent;1434.912486;11289.6874;929072419
4364;55;retired;divorced;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1282.912486;27294.67782;950868876
4365;43;unknown;married;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1311.912486;18417.46498;922631623
4366;42;self-employed;married;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1371.912486;31518.5775;926810236
4367;42;admin.;single;university.degree;no;no;no;cellular;202405;3;999;0;nonexistent;1537.912486;7696.93852;922595472
4368;56;management;married;unknown;no;yes;no;cellular;202405;2;999;0;nonexistent;1273.912486;11611.21065;900529790
4370;38;blue-collar;single;basic.9y;no;no;yes;cellular;202405;2;999;0;nonexistent;1241.912486;21942.50119;947462828
4371;49;blue-collar;married;basic.9y;no;no;no;cellular;202405;4;999;0;nonexistent;1557.912486;13235.44578;954237364
4373;51;admin.;married;basic.6y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1493.912486;21663.2731;921117245
4377;47;blue-collar;married;basic.9y;no;yes;no;cellular;202405;2;999;0;nonexistent;1556.912486;6603.948127;945943226
4380;31;admin.;single;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1505.912486;9077.190991;980796967
4381;43;technician;single;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1310.912486;24795.19917;971760500
4382;44;blue-collar;married;basic.6y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1539.912486;9201.048292;951129338
4383;59;entrepreneur;d_ivorced;high.school;unknown;no;no;cellular;202405;1;999;0;nonexistent;1354.912486;20141.2835;993231877
4384;57;blue-collar;married;unknown;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1545.912486;32722.02545;958803753
4387;33;blue-collar;single;basic.4y;no;no;no;cellular;202405;1;999;0;nonexistent;1370.912486;12340.21401;964614416
4388;54;entrepreneur;married;basic.6y;unknown;no;no;cellular;202405;2;999;0;nonexistent;1573.912486;8174.389078;987808504
4389;22;blue-collar;single;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1432.912486;9847.981707;973744193
4390;36;management;married;university.degree;unknown;no;no;cellular;202405;2;999;0;nonexistent;1206.912486;23892.0721;931650924
4391;56;retired;married;high.school;unknown;no;no;cellular;202405;2;999;0;nonexistent;1498.912486;29172.59999;991211942
4392;41;management;married;high.school;no;no;yes;cellular;202405;2;999;0;nonexistent;1312.912486;26548.66603;941907705
4393;46;blue-collar;married;professional.course;unknown;no;yes;cellular;202405;2;999;0;nonexistent;1534.912486;13749.19279;906844586
4394;60;admin.;single;high.school;no;no;yes;cellular;202405;2;999;0;nonexistent;1228.912486;8494.670495;996568789
4395;50;services;married;high.school;no;no;no;cellular;202405;2;999;0;nonexistent;1318.912486;9105.177808;997858533
4398;34;services;married;high.school;unknown;no;no;cellular;202405;2;999;0;nonexistent;1222.912486;13367.09849;910435411
4399;49;admin.;married;university.degree;unknown;no;no;cellular;202405;5;999;0;nonexistent;1567.912486;6702.099578;910692693
4400;30;blue-collar;single;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1357.912486;9787.49398;942950232
4401;35;blue-collar;divorced;high.school;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1523.912486;18393.75034;944985425
4402;40;entrepreneur;married;basic.9y;unknown;yes;yes;cellular;202405;3;999;0;nonexistent;1546.912486;30131.58718;955459961
4404;45;blue-collar;single;basic.9y;no;yes;yes;cellular;202405;6;999;0;nonexistent;1474.912486;33645.06472;942211555
4405;40;blue-collar;married;basic.9y;no;yes;no;cellular;202405;2;999;0;nonexistent;1245.912486;7586.001164;902579899
4406;32;entrepreneur;single;university.degree;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1380.912486;14985.83405;906513437
4407;41;services;married;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1307.912486;14417.41601;974266239
4408;57;blue-collar;divorced;professional.course;no;yes;no;cellular;202405;2;999;0;nonexistent;1416.912486;28667.34282;916498842
4410;40;management;married;university.degree;no;no;yes;cellular;202405;12;999;0;nonexistent;1281.912486;28717.92103;914162327
4411;44;blue-collar;married;basic.4y;unknown;no;no;cellular;202405;10;999;0;nonexistent;1304.912486;30688.28332;949103862
4412;51;blue-collar; married;basic.9y;unknown;unknown;unknown;cellular;202405;2;999;0;nonexistent;1534.912486;31855.72826;955551925
4413;42;technician; married;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1296.912486;32023.90104;963571642
4414;32;technician;divorced;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1251.912486;19917.38442;970296638
4416;43;blue-collar;married;basic.4y;unknown;yes;yes;cellular;202405;7;999;0;nonexistent;1461.912486;29667.10973;939578456
4417;28;blue-collar;married;basic.6y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1518.912486;32277.78433;929020765
4419;37;services;single;high.school;no;yes;no;cellular;202405;9;999;0;nonexistent;1206.912486;28611.93195;942210386
4420;41;housemaid;married;basic.9y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1273.912486;28472.74765;904225440
4421;37;admin.;married;university.degree;no;no;no;cellular;202405;2;999;0;nonexistent;1553.912486;27113.38308;960087955
4422;42;blue-collar;married;unknown;no;yes;no;cellular;202405;1;999;0;nonexistent;1201.912486;21240.83971;915276920
4424;28;admin.;single;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1309.912486;32085.39837;999540066
4425;45;housemaid;divorced;university.degree;no;no;no;cellular;202405;6;999;0;nonexistent;1262.912486;31194.71074;984209934
4426;34;blue-collar;married;basic.6y;unknown;yes;no;cellular;202405;10;999;0;nonexistent;1349.912486;9384.633054;900770775
4429;43;entrepreneur;married;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1347.912486;14588.73891;915260827
4430;41;management;married;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1340.912486;32457.05128;977140242
4431;31;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1510.912486;10946.88602;985720225
4432;48;entrepreneur;married;basic.9y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1237.912486;14111.25186;962702461
4433;47;services;married;high.school;unknown;no;no;cellular;202405;1;999;0;nonexistent;1426.912486;10003.76087;967508844
4434;38;admin.;married;basic.9y;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1438.912486;16637.41134;927993202
4435;51;unemployed;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1393.912486;22671.28805;936044538
4437;31;entrepreneur;married;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1472.912486;30329.36434;991747782
4438;45;self-employed;married;basic.4y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1289.912486;11745.89255;946412709
4440;51;retired;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1263.912486;14252.55285;991978582
4442;48;self-employed;married;university.degree;unknown;no;no;cellular;202405;8;999;0;nonexistent;1371.912486;21524.64979;956580033
4443;51;retired;married;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1336.912486;30882.61015;946548109
4444;44;services;married;high.school;no;unknown;unknown;cellular;202405;1;999;0;nonexistent;1345.912486;27403.99206;941146995
4445;30;services;married;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1528.912486;10146.94087;934981713
4446;35;blue-collar;divorced;basic.9y;no;no;yes;cellular;202405;1;999;0;nonexistent;1528.912486;25551.27033;913435161
4447;35;unemployed;married;university.degree;no;no;no;cellular;202405;1;999;0;nonexistent;1471.912486;19235.93949;981561933
4448;57;technician;married;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1343.912486;32105.26335;928506982
4449;38;admin.;married;university.degree;no;yes;no;cellular;202405;2;999;0;nonexistent;1537.912486;24937.64428;977437350
4450;36;self-employed;married;basic.6y;unknown;yes;yes;cellular;202405;1;999;0;nonexistent;1470.912486;27421.2795;908790858
4452;37;services;married;high.school;unknown;no;yes;cellular;202405;1;999;0;nonexistent;1388.912486;18268.72113;903078168
4453;31;technician;divorced;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1353.912486;21324.09454;911699571
4455;31;blue-collar;unknown;unknown;unknown;no;no;cellular;202405;2;999;0;nonexistent;1528.912486;6656.654568;970917619
4456;38;technician;married;professional.course;no;unknown;unknown;cellular;202405;2;999;0;nonexistent;1446.912486;14139.46611;984825092
4457;29;student;single;university.degree;no;yes;no;cellular;202405;17;999;0;nonexistent;1492.912486;14673.0521;938725369
4459;41;management;married;basic.9y;no;yes;no;cellular;202405;3;999;0;nonexistent;1494.912486;18040.3709;993966980
4460;32;student;single;high.school;unknown;yes;no;cellular;202405;1;999;0;nonexistent;1374.912486;20368.3778;923784639
4461;42;blue-collar;married;basic.4y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1471.912486;28558.08584;963076258
4462;27;blue-collar;married;basic.9y;no;yes;no;cellular;202405;1;999;0;nonexistent;1427.912486;28120.06277;922209642
4463;34;technician;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1461.912486;15746.12497;994908855
4465;42;services;married;professional.course;no;no;no;cellular;202405;1;999;0;nonexistent;1289.912486;21299.52324;966191448
4466;29;services;divorced;high.school;no;yes;no;cellular;202405;1;999;0;nonexistent;1235.912486;31178.14698;992978434
4468;57;retired;singgle ;professional.course;no;no;no;cellular;202405;3;999;0;nonexistent;1237.912486;25915.22352;908048449
4469;42;blue-collar;married;basic.9y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1218.912486;24825.42061;972861293
4471;58;retired;married;basic.4y;no;yes;no;cellular;202405;3;999;0;nonexistent;1273.912486;24455.79711;958049413
4472;34;technician;married;professional.course;no;yes;no;cellular;202405;1;999;0;nonexistent;1328.912486;26550.75809;971729994
4473;40;admin.;single;university.degree;no;no;no;cellular;202405;2;999;0;nonexistent;1418.912486;27514.96741;965786484
4474;46;management;married;basic.9y;no;yes;yes;cellular;202405;2;999;0;nonexistent;1492.912486;29967.60717;923297737
4475;33;admin.;married;high.school;no;yes;no;cellular;202405;2;999;0;nonexistent;1198.912486;21778.84403;979547132
4476;42;retired;married;basic.9y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1568.912486;22833.60534;957062174
4477;27;blue-collar;married;basic.6y;no;no;no;cellular;202405;9;999;0;nonexistent;1253.912486;31621.3766;910187669
4478;41;management;single;high.school;no;no;no;cellular;202405;1;999;0;nonexistent;1506.912486;23369.40334;900196981
4480;58;retired;married;basic.4y;unknown;no;no;cellular;202405;1;999;0;nonexistent;1565.912486;25712.61112;9689664053
4481;141;blue-collar;married;basic.9y;no;no;no;cellular;202405;1;999;0;nonexistent;1225.912486;19910.12002;990766087
4483;45;housemaid;married;professional.course;unknown;no;no;cellular;202405;2;999;0;nonexistent;1373.912486;9573.486275;940834016
4484;30;self-employed;married;professional.course;no;no;no;cellular;202405;2;999;0;nonexistent;1280.912486;13314.43711;971554167
4487;41;technician;married;professional.course;no;no;no;cellular;202405;2;999;0;nonexistent;1421.912486;24094.3652;914036684
4489;47;blue-collar;married;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1255.912486;11148.82099;935147245
4490;32;admin.;married;university.degree;no;no;yes;cellular;202405;3;999;0;nonexistent;1371.912486;19697.04247;995428822
4491;39;management;single;basic.9y;unknown;yes;no;cellular;202405;3;999;0;nonexistent;1570.912486;33586.8958;909172497
4492;45;blue-collar;married;basic.4y;unknown;no;no;cellular;202405;8;999;0;nonexistent;1560.912486;7092.804562;935872094
4493;33;management;married;professional.course;no;no;no;cellular;202405;2;999;0;nonexistent;1188.912486;32360.29116;904561696
4494;27;blue-collar;married;basic.9y;unknown;yes;no;cellular;202405;2;999;0;nonexistent;1554.912486;23837.97793;995977826
4495;57;retired;married;basic.4y;no;yes;yes;cellular;202405;2;999;0;nonexistent;1288.912486;21173.62542;931662772
4497;33;blue-collar;divorced;basic.9y;no;no;no;cellular;202405;2;999;0;nonexistent;1488.912486;22520.60625;912673055
4498;57;self-employed;married;unknown;unknown;no;yes;cellular;202405;2;999;0;nonexistent;1294.912486;21631.25737;996477771
4499;34;blue-collar;married;basic.4y;no;no;yes;cellular;202405;3;999;0;nonexistent;1311.912486;19558.75391;950191350
4501;50;admin.;single;university.degree;no;yes;no;cellular;202405;1;999;0;nonexistent;1509.912486;14440.33002;904213511
4502;44;blue-collar;married;basic.9y;no;yes;yes;cellular;202405;3;999;0;nonexistent;1428.912486;23572.96459;964868340
4504;56;retired;divorced;high.school;no;yes;no;cellular;202405;6;999;0;nonexistent;1282.912486;30790.89872;977591873
4505;42;blue-collar;married;basic.6y;no;yes;yes;cellular;202405;1;999;0;nonexistent;1380.912486;26143.47723;966051197
4506;37;blue-collar;married;high.school;unknown;no;no;cellular;202405;14;999;0;nonexistent;1219.912486;9704.758682;937116726
4507;29;technician;married;professional.course;no;no;no;cellular;202405;6;999;0;nonexistent;1390.912486;24621.8298;988972979
4508;32;services;married;professional.course;no;yes;no;cellular;202405;3;999;0;nonexistent;1251.912486;24945.0386;931047085
